CMS, sigma, sqrt(s) = 7 TeV; no polarization
values from http://hepdata.cedar.ac.uk/view/ins1225274
yMin   yMax	pTMean  pTMin   pTMax   sigma[nb]  statPos statNeg systPos systNeg  HX_T  HX_L  CS_T  CS_L
0.	0.4	1.166	0.0	2.0	0.216	+0.007	-0.007	+0.03	-0.019	0.022	-0.034	0.044	-0.058
0.	0.4	2.961	2.0	4.0	0.387	+0.012	-0.012	+0.044	-0.031	0.059	-0.085	0.077	-0.101
0.	0.4	4.971	4.0	6.0	0.355	+0.011	-0.011	+0.036	-0.025	0.076	-0.095	0.055	-0.077
0.	0.4	7.006	6.0	8.0	0.224	+0.007	-0.007	+0.021	-0.013	0.038	-0.068	0.007	-0.038
0.	0.4	9.402	8.0	11.0	0.19	+0.005	-0.005	+0.014	-0.009	0.043	-0.051	-0.001	0.001
0.	0.4	12.732	11.0	15.0	0.0914	+0.003	-0.003	+0.0053	-0.0042	0.0186	-0.0232	-0.004	0.0087
0.	0.4	19.996	15.0	50.0	0.0509	+0.0019	-0.0019	+0.0027	-0.0025	0.0085	-0.0111	-0.0026	0.0064

0.4	0.8	1.232	0.0	2.0	0.22	+0.01	-0.01	+0.029	-0.02	0.043	-0.055	0.045	-0.057
0.4	0.8	2.93	2.0	4.0	0.409	+0.012	-0.012	+0.04	-0.029	0.088	-0.102	0.089	-0.103
0.4	0.8	4.966	4.0	6.0	0.367	+0.011	-0.011	+0.031	-0.022	0.074	-0.091	0.058	-0.076
0.4	0.8	6.987	6.0	8.0	0.231	+0.008	-0.008	+0.017	-0.013	0.031	-0.063	0.006	-0.036
0.4	0.8	9.344	8.0	11.0	0.18	+0.005	-0.005	+0.011	-0.009	0.034	-0.042	-0.001	0.004
0.4	0.8	12.722	11.0	15.0	0.0915	+0.003	-0.003	+0.0053	-0.005	0.0161	-0.0211	-0.004	0.0091
0.4	0.8	19.909	15.0	50.0	0.0492	+0.0019	-0.0019	+0.0027	-0.0024	0.0076	-0.01	-0.0024	0.0063

0.8	1.2	1.268	0.0	2.0	0.198	+0.007	-0.007	+0.023	-0.013	0.04	-0.049	0.039	-0.048
0.8	1.2	2.938	2.0	4.0	0.426	+0.012	-0.012	+0.039	-0.025	0.085	-0.109	0.079	-0.104
0.8	1.2	4.939	4.0	6.0	0.331	+0.01	-0.01	+0.024	-0.018	0.058	-0.082	0.043	-0.069
0.8	1.2	6.967	6.0	8.0	0.217	+0.007	-0.007	+0.015	-0.013	0.049	-0.04	0.026	-0.014
0.8	1.2	9.348	8.0	11.0	0.174	+0.005	-0.005	+0.01	-0.008	0.025	-0.036	-0.002	0.003
0.8	1.2	12.668	11.0	15.0	0.0879	+0.003	-0.003	+0.0051	-0.0049	0.013	-0.0183	-0.0039	0.0082
0.8	1.2	20.041	15.0	50.0	0.0482	+0.0018	-0.0018	+0.0028	-0.0026	0.0064	-0.0093	-0.0025	0.0057

1.2	1.6	1.28	0.0	2.0	0.203	+0.007	-0.007	+0.021	-0.012	0.039	-0.046	0.043	-0.046
1.2	1.6	2.922	2.0	4.0	0.416	+0.01	-0.01	+0.029	-0.02	0.082	-0.106	0.077	-0.103
1.2	1.6	4.909	4.0	6.0	0.315	+0.009	-0.009	+0.02	-0.015	0.061	-0.074	0.052	-0.067
1.2	1.6	6.956	6.0	8.0	0.215	+0.006	-0.006	+0.013	-0.01	0.036	-0.047	0.023	-0.033
1.2	1.6	9.341	8.0	11.0	0.165	+0.0049	-0.0049	+0.0095	-0.0074	0.0219	-0.0319	0.0036	-0.0069
1.2	1.6	12.67	11.0	15.0	0.0868	+0.0029	-0.0029	+0.0049	-0.0043	0.0109	-0.0163	-0.0027	0.0053
1.2	1.6	20.168	15.0	50.0	0.0485	+0.0019	-0.0019	+0.0027	-0.0025	0.0059	-0.0085	-0.0022	0.0053

1.6	2.0	1.271	0.0	2.0	0.211	+0.007	-0.007	+0.014	-0.014	0.047	-0.055	0.049	-0.056
1.6	2.0	2.946	2.0	4.0	0.401	+0.01	-0.01	+0.023	-0.018	0.089	-0.103	0.095	-0.109
1.6	2.0	4.877	4.0	6.0	0.33	+0.009	-0.009	+0.018	-0.014	0.066	-0.081	0.076	-0.088
1.6	2.0	6.915	6.0	8.0	0.1908	+0.0062	-0.0062	+0.0096	-0.009	0.0346	-0.0427	0.0382	-0.0454
1.6	2.0	9.302	8.0	11.0	0.1507	+0.0051	-0.0051	+0.0091	-0.0068	0.0231	-0.0295	0.0231	-0.0288
1.6	2.0	12.727	11.0	15.0	0.0746	+0.003	-0.003	+0.0048	-0.0041	0.0073	-0.0123	0.0036	-0.0067
1.6	2.0	20.176	15.0	50.0	0.0465	+0.0021	-0.0021	+0.003	-0.0032	0.0043	-0.0067	-6.0E-4	0.0015

2.0	2.4	1.276	0.0	2.0	0.135	+0.007	-0.007	+0.014	-0.01	0.041	-0.041	0.043	-0.042
2.0	2.4	3.005	2.0	4.0	0.338	+0.009	-0.009	+0.022	-0.022	0.077	-0.093	0.102	-0.109
2.0	2.4	4.865	4.0	6.0	0.289	+0.012	-0.012	+0.021	-0.021	0.078	-0.06	0.11	-0.081
2.0	2.4	6.912	6.0	8.0	0.15	+0.009	-0.009	+0.012	-0.012	0.034	-0.032	0.051	-0.044
2.0	2.4	9.288	8.0	11.0	0.126	+0.007	-0.007	+0.01	-0.01	0.023	-0.025	0.039	-0.037
2.0	2.4	12.694	11.0	15.0	0.0667	+0.0048	-0.0048	+0.0064	-0.0065	0.0095	-0.0117	0.0188	-0.019
2.0	2.4	20.045	15.0	50.0	0.0356	+0.0033	-0.0033	+0.004	-0.0044	0.002	-0.0046	0.0064	-0.0087
