LHCb, sigma*BR, sqrt(s) = 7 TeV; no polarization; lumi uncertainty = +- 3.5%
values from http://hepdata.cedar.ac.uk/View/9393412
yMin   yMax pTMean	pTMin	pTMax	sigma[nb]  statPos statNeg systPos systNeg  polPos  polNeg
2.0	2.5	0.5	0.0	1.0	53.1	+4.0	-4.0	+2.5	-2.5	+8.9	-17.3
2.0	2.5	1.5	1.0	2.0	152.5	+6.8	-6.8	+7.2	-7.2	+25.7	-50.4
2.0	2.5	2.5	2.0	3.0	211.0	+8.0	-8.0	+10.0	-10.0	+34.3	-67.2
2.0	2.5	3.5	3.0	4.0	184.3	+7.3	-7.3	+8.8	-8.8	+28.8	-56.3
2.0	2.5	4.5	4.0	5.0	187.3	+7.3	-7.3	+8.9	-8.9	+27.9	-54.8
2.0	2.5	5.5	5.0	6.0	138.0	+6.2	-6.2	+6.6	-6.6	+19.4	-38.3
2.0	2.5	6.5	6.0	7.0	105.3	+5.3	-5.3	+5.0	-5.0	+14.0	-27.6
2.0	2.5	7.5	7.0	8.0	78.3	+4.5	-4.5	+3.7	-3.7	+9.8	-19.4
2.0	2.5	8.5	8.0	9.0	63.5	+4.0	-4.0	+3.0	-3.0	+7.5	-14.8
2.0	2.5	9.5	9.0	10.0	50.1	+3.5	-3.5	+2.4	-2.4	+5.5	-10.8
2.0	2.5	10.5	10.0	11.0	35.4	+2.9	-2.9	+1.7	-1.7	+3.7	-7.3
2.0	2.5	11.5	11.0	12.0	29.3	+2.6	-2.6	+1.4	-1.4	+2.9	-5.8
2.0	2.5	12.5	12.0	13.0	20.3	+2.1	-2.1	+1.0	-1.0	+1.9	-3.7
2.0	2.5	13.5	13.0	14.0	10.4	+1.5	-1.5	+0.5	-0.5	+0.9	-1.9
2.0	2.5	14.5	14.0	15.0	11.2	+1.5	-1.5	+0.5	-0.5	+1.0	-2.0

2.5	3.0	0.5	0.0	1.0	62.6	+3.0	-3.0	+2.9	-2.9	+6.1	-11.5
2.5	3.0	1.5	1.0	2.0	148.8	+4.7	-4.7	+7.0	-7.0	+14.6	-27.5
2.5	3.0	2.5	2.0	3.0	185.3	+5.2	-5.2	+8.7	-8.7	+18.1	-34.4
2.5	3.0	3.5	3.0	4.0	167.7	+4.9	-4.9	+7.9	-7.9	+15.6	-29.3
2.5	3.0	4.5	4.0	5.0	158.4	+4.8	-4.8	+7.4	-7.4	+14.0	-26.4
2.5	3.0	5.5	5.0	6.0	134.5	+4.4	-4.4	+6.3	-6.3	+11.0	-20.8
2.5	3.0	6.5	6.0	7.0	95.2	+3.7	-3.7	+4.5	-4.5	+7.2	-13.7
