LHCb, sigma*BR, sqrt(s) = 7 TeV; no polarization
values from http://hepdata.cedar.ac.uk/View/9393412
yMin   yMax pTMean	pTMin	pTMax	sigma[nb]  statPos statNeg systPos systNeg  polPos  polNeg
3.5	4.0	4.5	4.0	5.0	18.3	+1.6	-1.6	+0.9	-0.9	+0.8	-1.6
3.5	4.0	5.5	5.0	6.0	18.1	+1.6	-1.6	+0.8	-0.8	+0.6	-1.2
3.5	4.0	6.5	6.0	7.0	11.6	+1.3	-1.3	+0.5	-0.5	+0.3	-0.5
3.5	4.0	7.5	7.0	8.0	5.8	+0.9	-0.9	+0.3	-0.3	+0.1	-0.1
3.5	4.0	8.5	8.0	9.0	7.6	+1.0	-1.0	+0.4	-0.4	+0.1	-0.2
3.5	4.0	9.5	9.0	10.0	7.0	+1.0	-1.0	+0.3	-0.3	+0.1	-0.2
3.5	4.0	10.5	10.0	11.0	6.4	+0.9	-0.9	+0.3	-0.3	+0.1	-0.2
3.5	4.0	11.5	11.0	12.0	1.2	+0.4	-0.4	+0.1	-0.1	+0.0	-0.0

4.0	4.5	1.5	1.0	2.0	10.4	+1.8	-1.8	+0.5	-0.5	+1.4	-2.3
4.0	4.5	2.5	2.0	3.0	14.9	+2.2	-2.2	+0.7	-0.7	+1.8	-3.2
4.0	4.5	3.5	3.0	4.0	11.9	+1.9	-1.9	+0.6	-0.6	+1.2	-2.1
4.0	4.5	4.5	4.0	5.0	12.2	+1.9	-1.9	+0.6	-0.6	+1.0	-1.8
4.0	4.5	5.5	5.0	6.0	7.8	+1.5	-1.5	+0.4	-0.4	+0.4	-0.9
4.0	4.5	6.5	6.0	7.0	5.2	+1.2	-1.2	+0.2	-0.2	+0.2	-0.5
4.0	4.5	7.5	7.0	8.0	5.4	+1.2	-1.2	+0.3	-0.3	+0.2	-0.4
4.0	4.5	8.5	8.0	9.0	4.3	+1.0	-1.0	+0.2	-0.2	+0.1	-0.3
4.0	4.5	9.5	9.0	10.0	1.2	+0.5	-0.5	+0.1	-0.1	+0.0	-0.1
4.0	4.5	10.5	10.0	11.0	2.6	+0.8	-0.8	+0.1	-0.1	+0.1	-0.2


