CMS, sigma, sqrt(s) = 7 TeV; no polarization; 
values from BPH-11-001 (14 Feb 2013)
rapMin	rapMax	pTMean  pTMin  pTMax  ratio   stat-pos stat-neg sys-pos sys-neg pol-pos pol-neg
0.0	2.4    1.56	0   2      0.108	0.007	0.007	+0.015	-0.015	0.0	0.0
0.0	2.4    3.58	2   5      0.101	0.006	0.006	+0.015	-0.012	0.0	0.0
0.0	2.4    6.20	5   8      0.122	0.007	0.007	+0.016	-0.014	0.0	0.0
0.0	2.4    8.57	8   10     0.154	0.010	0.009	+0.022	-0.017	0.0	0.0
0.0	2.4    11.32	10  13     0.197	0.012	0.011	+0.020	-0.015	0.0	0.0
0.0	2.4    14.31	13  16     0.258	0.019	0.018	+0.021	-0.019	0.0	0.0
0.0	2.4    16.95	16  18     0.305	0.034	0.032	+0.027	-0.026	0.0	0.0
0.0	2.4    19.72	18  22     0.283	0.030	0.028	+0.022	-0.027	0.0	0.0
0.0	2.4    26.53	22  38     0.323	0.039	0.036	+0.050	-0.089	0.0	0.0
